game_number,move_number,player,position,score,distance_from_center,position_x,position_y,aggressive_sequence,defensive_pressure,total_opportunities,total_threats,minor_opportunity,moderate_opportunity,major_opportunity,critical_open,win_sequence,moderate_threat,major_threat,critical_threat,lose_sequence,total_local_stones
354,43,Black,"(7, 12)",900,5,7,12,0,0,2,1,0,2,0,0,0,1,0,0,0,17
354,45,Black,"(6, 13)",1535,7,6,13,1,0,3,2,2,0,1,0,0,0,0,0,0,11
354,47,Black,"(6, 11)",725,5,6,11,0,0,3,1,1,2,0,0,0,0,0,0,0,22
354,49,Black,"(7, 14)",8100,7,7,14,0,0,0,2,0,0,0,0,0,0,1,0,0,12
354,51,Black,"(5, 11)",6200,6,5,11,0,0,2,3,1,1,0,0,0,0,1,0,0,21
354,53,Black,"(10, 2)",80000545,8,10,2,0,1,3,4,3,0,0,0,0,0,1,1,0,10
354,55,Black,"(13, 5)",800000525,8,13,5,0,2,1,3,1,0,0,0,0,0,1,0,1,12
354,57,Black,"(9, 3)",13000,6,9,3,1,0,1,1,0,0,1,0,0,0,1,0,0,17
354,59,Black,"(7, 11)",4400,4,7,11,2,0,2,0,0,1,1,0,0,0,0,0,0,30
354,61,Black,"(9, 13)",1160,8,9,13,3,0,2,1,1,0,1,0,0,1,0,0,0,19
354,63,Black,"(10, 12)",1650,8,10,12,4,0,1,1,0,0,1,0,0,1,0,0,0,21
354,65,Black,"(11, 9)",21500,6,11,9,0,0,0,2,0,0,0,0,0,1,1,0,0,27
354,67,Black,"(2, 13)",800000535,11,2,13,0,1,2,4,2,0,0,0,0,0,1,0,1,6
354,69,Black,"(5, 12)",8500,7,5,12,0,0,1,1,0,1,0,0,0,0,1,0,0,25
354,71,Black,"(4, 10)",80000625,6,4,10,0,1,2,3,1,1,0,0,0,0,1,1,0,22
354,73,Black,"(3, 9)",13175,6,3,9,1,0,4,3,3,0,1,0,0,0,1,0,0,16
354,75,Black,"(0, 12)",7575,12,0,12,0,0,1,2,1,0,0,0,0,0,1,0,0,6
354,77,Black,"(2, 10)",160000610,8,2,10,0,1,1,3,0,1,0,0,0,0,1,1,0,17
354,79,Black,"(3, 7)",800000535,4,3,7,0,2,2,4,2,0,0,0,0,0,1,0,1,14
354,81,Black,"(1, 8)",22100,7,1,8,0,0,1,4,1,0,0,0,0,1,1,0,0,12
354,83,Black,"(5, 7)",1200,2,5,7,1,0,1,3,0,0,1,0,0,2,0,0,0,27
354,85,Black,"(6, 8)",31500,2,6,8,0,0,0,2,0,0,0,0,0,1,1,0,0,39
354,87,Black,"(5, 6)",2980,3,5,6,0,0,1,4,1,0,0,0,0,1,1,0,0,27
354,89,Black,"(4, 5)",800000615,5,4,5,0,1,1,4,1,0,0,0,0,1,1,0,1,19
354,91,Black,"(5, 8)",800000515,3,5,8,0,2,1,3,1,0,0,0,0,0,1,0,1,39
354,93,Black,"(2, 2)",80000545,10,2,2,0,3,3,5,3,0,0,0,0,0,1,1,0,5
354,95,Black,"(5, 3)",80000510,6,5,3,0,4,0,3,0,0,0,0,0,0,1,1,0,17
354,97,Black,"(3, 2)",1600000630,9,3,2,0,5,3,4,2,1,0,0,0,0,1,0,1,10
354,99,Black,"(5, 4)",240000520,5,5,4,0,6,2,2,2,0,0,0,0,0,1,1,0,27
354,101,Black,"(0, 4)",2400000515,10,0,4,0,7,1,2,1,0,0,0,0,0,0,0,1,10
354,103,Black,"(4, 2)",80001510,8,4,2,1,8,2,2,1,0,1,0,0,0,1,1,0,17
354,105,Black,"(1, 3)",800005500,10,1,3,0,9,0,3,0,0,0,0,0,0,2,1,0,16
354,107,Black,"(0, 3)",1600000600,11,0,3,0,10,1,1,0,1,0,0,0,0,0,0,1,14
354,109,Black,"(2, 7)",3200000500,5,2,7,0,11,0,2,0,0,0,0,0,0,1,0,1,31
354,111,Black,"(0, 6)",2400001505,8,0,6,1,12,2,2,1,0,1,0,0,0,0,0,1,21
354,113,Black,"(0, 7)",800001000,7,0,7,2,13,2,1,0,1,1,0,0,0,0,0,1,20
355,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
355,3,Black,"(6, 6)",685,2,6,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
355,5,Black,"(7, 5)",1150,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,5
355,7,Black,"(5, 4)",2860,5,5,4,0,0,2,5,2,0,0,0,0,1,1,0,0,7
355,9,Black,"(5, 7)",1560,2,5,7,1,0,5,3,4,0,1,0,0,0,0,0,0,9
355,11,Black,"(3, 7)",2820,4,3,7,0,0,2,3,2,0,0,0,0,1,1,0,0,8
355,13,Black,"(6, 7)",1565,1,6,7,1,0,2,2,1,0,1,0,0,1,0,0,0,13
355,15,Black,"(4, 6)",3260,4,4,6,0,0,2,4,1,1,0,0,0,1,1,0,0,14
355,17,Black,"(5, 6)",80000700,3,5,6,0,1,2,2,0,2,0,0,0,0,1,1,0,17
355,19,Black,"(6, 8)",960005340,2,6,8,1,2,4,2,1,2,1,0,0,0,1,1,0,17
355,21,Black,"(3, 6)",10200,5,3,6,2,0,3,2,2,0,1,0,0,0,1,0,0,16
355,23,Black,"(4, 5)",11300,5,4,5,3,0,3,1,1,0,2,0,0,1,0,0,0,21
355,25,Black,"(2, 7)",100000200,5,2,7,4,0,2,2,0,0,1,1,0,2,0,0,0,14
355,27,Black,"(6, 3)",1000000085,5,6,3,5,0,4,3,2,0,1,0,1,1,0,0,0,12
356,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
356,3,Black,"(6, 8)",685,2,6,8,0,0,3,3,2,1,0,0,0,1,0,0,0,3
356,5,Black,"(5, 7)",1155,2,5,7,0,0,3,4,2,1,0,0,0,0,1,0,0,5
356,7,Black,"(6, 9)",3220,3,6,9,0,0,2,4,1,1,0,0,0,1,1,0,0,7
356,9,Black,"(4, 6)",1595,4,4,6,1,0,4,3,3,0,1,0,0,1,0,0,0,9
356,11,Black,"(7, 9)",1050,2,7,9,2,0,4,2,3,0,1,0,0,0,0,0,0,10
356,13,Black,"(7, 8)",5340,1,7,8,3,0,3,1,1,1,1,0,0,1,0,0,0,12
356,15,Black,"(5, 10)",6860,5,5,10,4,0,4,4,3,0,1,0,0,1,1,0,0,13
356,17,Black,"(3, 10)",2820,7,3,10,0,0,2,3,2,0,0,0,0,1,1,0,0,10
356,19,Black,"(8, 5)",80000545,3,8,5,0,1,3,5,3,0,0,0,0,0,1,1,0,8
356,21,Black,"(10, 10)",80000545,6,10,10,0,2,3,5,3,0,0,0,0,0,1,1,0,7
356,23,Black,"(9, 6)",5060,3,9,6,1,0,5,3,3,1,1,0,0,0,0,0,0,10
356,25,Black,"(8, 9)",31500,3,8,9,0,0,0,3,0,0,0,0,0,2,1,0,0,19
356,27,Black,"(10, 9)",80000650,5,10,9,0,1,1,3,0,1,0,0,0,1,1,1,0,14
356,29,Black,"(9, 7)",1600000030,2,9,7,0,2,2,3,2,0,0,0,0,0,0,0,1,19
357,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
357,3,Black,"(8, 6)",730,2,8,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
357,5,Black,"(9, 5)",2060,4,9,5,1,0,4,4,3,0,1,0,0,0,1,0,0,5
357,7,Black,"(6, 8)",1050,2,6,8,2,0,4,3,3,0,1,0,0,0,0,0,0,6
357,9,Black,"(5, 8)",730,3,5,8,0,0,3,3,2,1,0,0,0,1,0,0,0,7
357,11,Black,"(6, 6)",1135,2,6,6,0,0,3,4,2,1,0,0,0,1,1,0,0,10
357,13,Black,"(7, 9)",6225,2,7,9,0,0,3,4,2,1,0,0,0,0,1,0,0,9
357,15,Black,"(7, 8)",6960,1,7,8,1,0,3,3,1,1,1,0,0,1,1,0,0,14
357,17,Black,"(8, 8)",43300,2,8,8,2,0,5,1,2,1,2,0,0,0,0,0,0,15
357,19,Black,"(9, 9)",100000585,4,9,9,3,0,4,3,2,0,1,1,0,1,0,0,0,12
357,21,Black,"(5, 5)",1000000140,4,5,5,4,0,5,4,3,0,1,0,1,1,0,0,0,11
358,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
358,3,Black,"(8, 6)",650,2,8,6,0,0,4,3,3,1,0,0,0,0,0,0,0,3
358,5,Black,"(7, 5)",6225,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,5
358,7,Black,"(6, 7)",6200,1,6,7,0,0,4,4,3,1,0,0,0,0,1,0,0,7
358,9,Black,"(9, 7)",5060,2,9,7,1,0,5,3,3,1,1,0,0,0,0,0,0,8
358,11,Black,"(5, 4)",22100,5,5,4,0,0,1,6,1,0,0,0,0,2,2,0,0,10
358,13,Black,"(6, 2)",80000545,6,6,2,0,1,3,5,3,0,0,0,0,0,1,1,0,8
358,15,Black,"(8, 2)",80000545,6,8,2,0,2,3,5,3,0,0,0,0,0,1,1,0,10
358,17,Black,"(9, 3)",240000625,6,9,3,0,3,3,3,2,1,0,0,0,0,1,1,0,11
358,19,Black,"(10, 1)",800000545,9,10,1,0,4,3,5,3,0,0,0,0,0,1,0,1,7
359,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
359,3,Black,"(8, 6)",730,2,8,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
359,5,Black,"(9, 5)",2060,4,9,5,1,0,4,4,3,0,1,0,0,0,1,0,0,5
359,7,Black,"(5, 9)",1050,4,5,9,2,0,5,4,4,0,1,0,0,0,0,0,0,3
359,9,Black,"(9, 6)",765,3,9,6,0,0,3,2,1,2,0,0,0,1,0,0,0,8
359,11,Black,"(8, 4)",23900,4,8,4,0,0,1,4,0,1,0,0,0,1,1,0,0,9
359,13,Black,"(7, 6)",80001545,1,7,6,1,1,4,4,3,0,1,0,0,0,1,1,0,13
359,15,Black,"(10, 5)",160000700,5,10,5,0,2,1,3,0,1,0,0,0,1,1,1,0,13
359,17,Black,"(12, 1)",800000535,11,12,1,0,3,2,4,2,0,0,0,0,0,1,0,1,5
359,19,Black,"(8, 8)",6225,2,8,8,0,0,3,4,2,1,0,0,0,0,1,0,0,13
359,21,Black,"(6, 7)",24500,1,6,7,0,0,1,2,0,1,0,0,0,1,1,0,0,15
359,23,Black,"(7, 9)",6150,2,7,9,0,0,2,3,1,1,0,0,0,0,1,0,0,13
359,25,Black,"(3, 9)",800000545,6,3,9,0,1,3,4,3,0,0,0,0,0,1,0,1,7
359,27,Black,"(4, 9)",4880,5,4,9,1,0,4,3,2,1,1,0,0,1,0,0,0,12
359,29,Black,"(5, 8)",6960,3,5,8,2,0,2,3,1,0,1,0,0,1,1,0,0,19
359,31,Black,"(5, 11)",5040,6,5,11,3,0,4,1,2,1,1,0,0,0,0,0,0,13
359,33,Black,"(5, 10)",52700,5,5,10,4,0,2,4,0,1,1,0,0,1,2,0,0,18
359,35,Black,"(6, 11)",62700,5,6,11,5,0,3,2,1,1,1,0,0,0,2,0,0,17
359,37,Black,"(6, 12)",10575,6,6,12,6,0,2,2,1,0,1,0,0,0,1,0,0,14
359,39,Black,"(4, 11)",10550,7,4,11,7,0,2,1,1,0,1,0,0,0,1,0,0,19
359,41,Black,"(11, 4)",1175,7,11,4,8,0,3,3,2,0,1,0,0,2,0,0,0,13
359,43,Black,"(13, 3)",8075,10,13,3,0,0,1,2,1,0,0,0,0,0,1,0,0,9
359,45,Black,"(13, 4)",80000615,9,13,4,0,1,2,3,1,1,0,0,0,0,1,1,0,11
359,47,Black,"(10, 0)",800000525,10,10,0,0,2,1,2,1,0,0,0,0,0,0,0,1,8
359,49,Black,"(12, 2)",240000515,10,12,2,0,3,1,3,1,0,0,0,0,0,1,1,0,16
359,51,Black,"(7, 2)",5200,5,7,2,0,0,3,4,3,0,0,0,0,0,1,0,0,13
359,53,Black,"(7, 4)",80000505,3,7,4,0,1,0,3,0,0,0,0,0,0,1,1,0,22
359,55,Black,"(11, 3)",800000615,8,11,3,0,2,1,4,1,0,0,0,0,1,1,0,1,25
359,57,Black,"(9, 0)",3200000600,9,9,0,0,3,1,1,0,1,0,0,0,0,0,0,1,15
359,59,Black,"(8, 1)",240000500,7,8,1,0,4,0,2,0,0,0,0,0,0,1,1,0,19
359,61,Black,"(11, 5)",1600000700,6,11,5,0,5,2,2,0,2,0,0,0,0,1,0,1,25
360,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
360,3,Black,"(8, 6)",685,2,8,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
360,5,Black,"(7, 5)",6225,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,5
360,7,Black,"(9, 4)",2840,5,9,4,0,0,2,5,2,0,0,0,0,1,1,0,0,7
360,9,Black,"(6, 4)",1560,4,6,4,1,0,5,3,4,0,1,0,0,0,0,0,0,9
360,11,Black,"(7, 3)",6150,4,7,3,0,0,2,3,1,1,0,0,0,0,1,0,0,10
360,13,Black,"(8, 3)",9075,5,8,3,0,0,3,2,1,2,0,0,0,0,1,0,0,12
360,15,Black,"(10, 4)",5700,6,10,4,0,0,2,3,2,0,0,0,0,0,1,0,0,13
360,17,Black,"(11, 5)",5650,6,11,5,0,0,2,3,2,0,0,0,0,0,1,0,0,11
360,19,Black,"(7, 4)",6600,3,7,4,0,0,2,2,0,2,0,0,0,0,1,0,0,18
360,21,Black,"(11, 4)",80000715,7,11,4,0,1,3,3,1,2,0,0,0,0,1,1,0,14
360,23,Black,"(6, 5)",640004940,3,6,5,1,2,3,2,1,1,1,0,0,0,1,1,0,19
360,25,Black,"(5, 4)",8575,5,5,4,0,0,2,3,1,1,0,0,0,1,1,0,0,16
360,27,Black,"(7, 2)",5320,5,7,2,1,0,2,2,0,1,1,0,0,1,0,0,0,18
360,29,Black,"(12, 4)",4560,8,12,4,2,0,4,2,2,1,1,0,0,0,0,0,0,9
360,31,Black,"(9, 7)",12575,2,9,7,3,0,3,3,1,0,2,0,0,0,1,0,0,20
360,33,Black,"(10, 6)",100000700,4,10,6,4,0,2,3,0,0,1,1,0,2,0,0,0,24
360,35,Black,"(13, 3)",1000000200,10,13,3,5,0,2,1,0,0,1,0,1,1,0,0,0,8
361,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
361,3,Black,"(8, 6)",650,2,8,6,0,0,4,3,3,1,0,0,0,0,0,0,0,3
361,5,Black,"(8, 7)",730,1,8,7,0,0,4,2,2,2,0,0,0,0,0,0,0,5
361,7,Black,"(7, 5)",6225,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,7
361,9,Black,"(7, 6)",5500,1,7,6,1,0,3,1,0,2,1,0,0,1,0,0,0,9
361,11,Black,"(9, 6)",178100,3,9,6,2,0,3,3,1,1,1,0,0,1,1,0,0,10
361,13,Black,"(7, 8)",10725,1,7,8,3,0,5,2,3,0,2,0,0,0,0,0,0,11
361,15,Black,"(6, 9)",100000585,3,6,9,4,0,4,3,2,0,1,1,0,1,0,0,0,8
361,17,Black,"(10, 5)",1000000120,5,10,5,5,0,3,3,1,0,1,0,1,2,0,0,0,12
362,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
362,3,Black,"(6, 7)",685,1,6,7,0,0,3,3,2,1,0,0,0,1,0,0,0,3
362,5,Black,"(8, 7)",1060,1,8,7,1,0,5,3,4,0,1,0,0,0,0,0,0,4
362,7,Black,"(6, 9)",1055,3,6,9,0,0,3,5,3,0,0,0,0,0,1,0,0,7
362,9,Black,"(7, 8)",54900,1,7,8,1,0,3,2,0,2,1,0,0,0,1,0,0,9
362,11,Black,"(7, 9)",5200,2,7,9,2,0,4,2,2,1,1,0,0,1,0,0,0,11
362,13,Black,"(8, 9)",10975,3,8,9,3,0,5,2,3,0,2,0,0,1,0,0,0,12
362,15,Black,"(5, 9)",500005600,4,5,9,4,0,3,4,1,0,1,1,0,1,1,0,0,13
362,17,Black,"(4, 9)",1000000040,5,4,9,5,0,4,3,2,0,1,0,1,0,0,0,0,12
363,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
363,3,Black,"(6, 8)",730,2,6,8,0,0,3,3,2,1,0,0,0,1,0,0,0,3
363,5,Black,"(5, 9)",1560,4,5,9,1,0,5,3,4,0,1,0,0,0,0,0,0,5
363,7,Black,"(3, 9)",2820,6,3,9,0,0,2,3,2,0,0,0,0,1,1,0,0,6
363,9,Black,"(8, 4)",80000545,4,8,4,0,1,3,5,3,0,0,0,0,0,1,1,0,5
363,11,Black,"(6, 9)",4520,3,6,9,1,0,5,2,2,2,1,0,0,0,0,0,0,8
363,13,Black,"(6, 10)",5080,4,6,10,2,0,5,2,3,1,1,0,0,0,0,0,0,9
363,15,Black,"(5, 10)",6575,5,5,10,0,0,3,2,1,2,0,0,0,0,1,0,0,11
363,17,Black,"(4, 8)",80001535,4,4,8,1,1,3,3,2,0,1,0,0,0,1,1,0,15
363,19,Black,"(2, 7)",160000530,5,2,7,0,2,2,4,2,0,0,0,0,0,1,1,0,10
363,21,Black,"(8, 5)",80000630,3,8,5,0,3,3,4,2,1,0,0,0,0,1,1,0,9
363,23,Black,"(3, 8)",80001525,5,3,8,1,4,3,3,1,1,1,0,0,0,1,1,0,18
363,25,Black,"(8, 7)",43100,1,8,7,2,0,6,3,3,1,2,0,0,0,0,0,0,16
363,27,Black,"(7, 8)",100000620,1,7,8,3,0,4,1,1,1,1,1,0,0,0,0,0,22
363,29,Black,"(4, 11)",1000000085,7,4,11,4,0,4,3,2,0,1,0,1,1,0,0,0,14
364,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
364,3,Black,"(6, 8)",730,2,6,8,0,0,3,3,2,1,0,0,0,1,0,0,0,3
364,5,Black,"(8, 6)",1560,2,8,6,1,0,5,3,4,0,1,0,0,0,0,0,0,5
364,7,Black,"(8, 4)",2860,4,8,4,0,0,3,5,3,0,0,0,0,1,1,0,0,6
364,9,Black,"(7, 5)",24100,2,7,5,0,0,2,4,1,1,0,0,0,1,1,0,0,9
364,11,Black,"(9, 6)",3400,3,9,6,0,0,2,4,1,1,0,0,0,1,1,0,0,10
364,13,Black,"(9, 7)",1590,2,9,7,1,0,4,2,3,0,1,0,0,1,0,0,0,12
364,15,Black,"(10, 7)",13075,3,10,7,2,0,3,2,1,1,1,0,0,0,1,0,0,12
364,17,Black,"(5, 9)",1550,4,5,9,3,0,4,3,3,0,1,0,0,0,0,0,0,7
364,19,Black,"(5, 3)",1050,6,5,3,4,0,4,3,3,0,1,0,0,0,0,0,0,7
364,21,Black,"(6, 3)",23800,5,6,3,0,0,2,4,1,1,0,0,0,2,1,0,0,11
364,23,Black,"(4, 6)",1045,4,4,6,0,0,3,5,3,0,0,0,0,0,1,0,0,12
364,25,Black,"(9, 1)",80000530,8,9,1,0,1,2,4,2,0,0,0,0,0,1,1,0,7
364,27,Black,"(10, 2)",9125,8,10,2,0,0,4,3,2,2,0,0,0,0,1,0,0,10
364,29,Black,"(7, 0)",800000525,7,7,0,0,1,1,2,1,0,0,0,0,0,0,0,1,9
364,31,Black,"(10, 4)",160000525,6,10,4,0,2,2,3,2,0,0,0,0,0,1,1,0,20
364,33,Black,"(11, 3)",13200,8,11,3,1,0,3,3,2,0,1,0,0,0,1,0,0,13
364,35,Black,"(5, 2)",5625,7,5,2,0,0,3,3,2,1,0,0,0,0,1,0,0,13
364,37,Black,"(9, 4)",80000515,5,9,4,0,1,1,3,1,0,0,0,0,0,1,1,0,28
364,39,Black,"(6, 5)",80000550,3,6,5,0,2,0,3,0,0,0,0,0,1,1,1,0,26
364,41,Black,"(3, 4)",800000545,7,3,4,0,3,3,4,3,0,0,0,0,0,1,0,1,11
364,43,Black,"(4, 2)",8675,8,4,2,0,0,2,3,1,1,0,0,0,0,1,0,0,16
364,45,Black,"(2, 1)",5650,11,2,1,0,0,2,3,2,0,0,0,0,0,1,0,0,9
364,47,Black,"(5, 5)",24500,4,5,5,0,0,1,2,0,1,0,0,0,1,1,0,0,28
364,49,Black,"(3, 3)",700,8,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,18
364,51,Black,"(2, 4)",1710,8,2,4,1,0,2,1,1,0,1,0,0,1,0,0,0,17
364,53,Black,"(6, 0)",4400,8,6,0,2,0,2,0,0,1,1,0,0,0,0,0,0,15
364,55,Black,"(4, 1)",8050,9,4,1,0,0,0,3,0,0,0,0,0,0,2,0,0,23
364,57,Black,"(9, 0)",1015,9,9,0,1,0,2,1,1,0,1,0,0,0,0,0,0,13
364,59,Black,"(11, 2)",700,9,11,2,0,0,2,0,0,2,0,0,0,0,0,0,0,15
364,61,Black,"(10, 5)",8550,5,10,5,0,0,2,1,1,1,0,0,0,0,1,0,0,27
364,63,Black,"(11, 6)",5240,5,11,6,1,0,3,1,1,1,1,0,0,1,0,0,0,19
364,65,Black,"(12, 5)",10600,7,12,5,2,0,2,3,1,0,1,0,0,1,1,0,0,20
364,67,Black,"(11, 8)",24100,5,11,8,0,0,2,4,1,1,0,0,0,1,1,0,0,16
364,69,Black,"(14, 2)",800000525,12,14,2,0,1,1,2,1,0,0,0,0,0,0,0,1,8
364,71,Black,"(13, 4)",320001500,9,13,4,1,2,1,2,0,0,1,0,0,0,1,1,0,18
364,73,Black,"(10, 9)",5125,5,10,9,0,0,2,2,2,0,0,0,0,0,1,0,0,14
364,75,Black,"(12, 9)",1050,7,12,9,1,0,4,2,3,0,1,0,0,0,0,0,0,11
364,77,Black,"(11, 9)",4960,6,11,9,2,0,3,1,1,1,1,0,0,0,0,0,0,15
364,79,Black,"(13, 8)",11100,7,13,8,0,0,1,2,0,1,0,0,0,0,1,0,0,15
364,81,Black,"(12, 8)",1600000620,6,12,8,0,1,2,3,1,1,0,0,0,0,1,0,1,21
364,83,Black,"(9, 9)",80001515,4,9,9,1,2,2,3,1,0,1,0,0,0,1,1,0,22
364,85,Black,"(10, 10)",5040,6,10,10,2,0,4,1,2,1,1,0,0,0,0,0,0,19
364,87,Black,"(11, 10)",5340,7,11,10,3,0,4,0,1,2,1,0,0,0,0,0,0,20
364,89,Black,"(11, 11)",76375,8,11,11,4,0,3,3,1,0,2,0,0,0,1,0,0,17
364,91,Black,"(11, 12)",1000000520,9,11,12,5,0,3,3,1,0,1,0,1,0,1,0,0,13
365,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
365,3,Black,"(6, 6)",685,2,6,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
365,5,Black,"(7, 5)",1150,2,7,5,0,0,3,4,2,1,0,0,0,0,1,0,0,5
365,7,Black,"(5, 4)",2860,5,5,4,0,0,2,5,2,0,0,0,0,1,1,0,0,7
365,9,Black,"(5, 7)",1560,2,5,7,1,0,5,3,4,0,1,0,0,0,0,0,0,9
365,11,Black,"(3, 7)",2820,4,3,7,0,0,2,3,2,0,0,0,0,1,1,0,0,8
365,13,Black,"(6, 7)",1565,1,6,7,1,0,2,2,1,0,1,0,0,1,0,0,0,13
365,15,Black,"(4, 6)",3260,4,4,6,0,0,2,4,1,1,0,0,0,1,1,0,0,14
365,17,Black,"(5, 6)",80000700,3,5,6,0,1,2,2,0,2,0,0,0,0,1,1,0,17
365,19,Black,"(6, 8)",960005340,2,6,8,1,2,4,2,1,2,1,0,0,0,1,1,0,17
365,21,Black,"(3, 6)",10200,5,3,6,2,0,3,2,2,0,1,0,0,0,1,0,0,16
365,23,Black,"(4, 5)",11300,5,4,5,3,0,3,1,1,0,2,0,0,1,0,0,0,21
365,25,Black,"(2, 7)",100000200,5,2,7,4,0,2,2,0,0,1,1,0,2,0,0,0,14
365,27,Black,"(6, 3)",1000000085,5,6,3,5,0,4,3,2,0,1,0,1,1,0,0,0,12
366,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
366,3,Black,"(8, 6)",730,2,8,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
366,5,Black,"(9, 5)",2060,4,9,5,1,0,4,4,3,0,1,0,0,0,1,0,0,5
366,7,Black,"(5, 9)",1050,4,5,9,2,0,5,4,4,0,1,0,0,0,0,0,0,3
366,9,Black,"(9, 6)",765,3,9,6,0,0,3,2,1,2,0,0,0,1,0,0,0,8
366,11,Black,"(8, 4)",23900,4,8,4,0,0,1,4,0,1,0,0,0,1,1,0,0,9
366,13,Black,"(7, 6)",80001545,1,7,6,1,1,4,4,3,0,1,0,0,0,1,1,0,13
366,15,Black,"(10, 5)",160000700,5,10,5,0,2,1,3,0,1,0,0,0,1,1,1,0,13
366,17,Black,"(12, 1)",800000535,11,12,1,0,3,2,4,2,0,0,0,0,0,1,0,1,5
366,19,Black,"(8, 8)",6225,2,8,8,0,0,3,4,2,1,0,0,0,0,1,0,0,13
366,21,Black,"(6, 7)",24500,1,6,7,0,0,1,2,0,1,0,0,0,1,1,0,0,15
366,23,Black,"(7, 9)",6150,2,7,9,0,0,2,3,1,1,0,0,0,0,1,0,0,13
366,25,Black,"(3, 9)",800000545,6,3,9,0,1,3,4,3,0,0,0,0,0,1,0,1,7
366,27,Black,"(4, 9)",4880,5,4,9,1,0,4,3,2,1,1,0,0,1,0,0,0,12
366,29,Black,"(5, 8)",6960,3,5,8,2,0,2,3,1,0,1,0,0,1,1,0,0,19
366,31,Black,"(5, 11)",5040,6,5,11,3,0,4,1,2,1,1,0,0,0,0,0,0,13
366,33,Black,"(5, 10)",52700,5,5,10,4,0,2,4,0,1,1,0,0,1,2,0,0,18
366,35,Black,"(6, 11)",62700,5,6,11,5,0,3,2,1,1,1,0,0,0,2,0,0,17
366,37,Black,"(6, 12)",10575,6,6,12,6,0,2,2,1,0,1,0,0,0,1,0,0,14
366,39,Black,"(4, 11)",10550,7,4,11,7,0,2,1,1,0,1,0,0,0,1,0,0,19
366,41,Black,"(11, 4)",1175,7,11,4,8,0,3,3,2,0,1,0,0,2,0,0,0,13
366,43,Black,"(13, 3)",8075,10,13,3,0,0,1,2,1,0,0,0,0,0,1,0,0,9
366,45,Black,"(13, 4)",80000615,9,13,4,0,1,2,3,1,1,0,0,0,0,1,1,0,11
366,47,Black,"(10, 0)",800000525,10,10,0,0,2,1,2,1,0,0,0,0,0,0,0,1,8
366,49,Black,"(12, 2)",240000515,10,12,2,0,3,1,3,1,0,0,0,0,0,1,1,0,16
366,51,Black,"(7, 2)",5200,5,7,2,0,0,3,4,3,0,0,0,0,0,1,0,0,13
366,53,Black,"(7, 4)",80000505,3,7,4,0,1,0,3,0,0,0,0,0,0,1,1,0,22
366,55,Black,"(11, 3)",800000615,8,11,3,0,2,1,4,1,0,0,0,0,1,1,0,1,25
366,57,Black,"(9, 0)",3200000600,9,9,0,0,3,1,1,0,1,0,0,0,0,0,0,1,15
366,59,Black,"(8, 1)",240000500,7,8,1,0,4,0,2,0,0,0,0,0,0,1,1,0,19
366,61,Black,"(11, 5)",1600000700,6,11,5,0,5,2,2,0,2,0,0,0,0,1,0,1,25
367,1,Black,"(7, 7)",10,0,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,1
367,3,Black,"(8, 6)",730,2,8,6,0,0,3,3,2,1,0,0,0,1,0,0,0,3
367,5,Black,"(9, 5)",1560,4,9,5,1,0,5,3,4,0,1,0,0,0,0,0,0,5
367,7,Black,"(9, 3)",2800,6,9,3,0,0,2,3,2,0,0,0,0,1,1,0,0,6
367,9,Black,"(8, 4)",24100,4,8,4,0,0,2,4,1,1,0,0,0,1,1,0,0,9
367,11,Black,"(10, 5)",3400,5,10,5,0,0,2,4,1,1,0,0,0,1,1,0,0,10
